location_id,boro,building,street,zipcode,lat,long
8895,Manhattan,173,MOTT STREET,10013,40.72,-73.996
8896,Manhattan,1613,2 AVENUE,10028,40.776,-73.953
8897,Manhattan,47,WEST    8 STREET,10011,40.733,-73.998
8898,Manhattan,5,ST MARKS PLACE,10003,40.729,-73.989
8899,Manhattan,181,WEST    4 STREET,10014,40.733,-74.002
8900,Manhattan,428,GREENWICH STREET,10013,40.722,-74.01
8901,Manhattan,147,CHRISTOPHER STREET,10014,40.733,-74.008
8902,Manhattan,3915,BROADWAY,10032,40.838,-73.942
8903,Manhattan,712,9 AVENUE,10019,40.763,-73.99
8904,Manhattan,429,LENOX AVENUE,10037,40.812,-73.942
8905,Manhattan,898,AMSTERDAM AVENUE,10025,40.799,-73.967
8906,Manhattan,241,CANAL STREET,10013,40.718,-74.0
8907,Manhattan,111A,W 11TH AVE CHELSEA PIERS,0,0.0,0.0
8908,Manhattan,39,WEST   19 STREET,10011,40.74,-73.993
8909,Manhattan,123,ALLEN STREET,10002,40.72,-73.99
8910,Manhattan,38,WATER STREET,10004,40.703,-74.011
8911,Manhattan,312,5 AVENUE,10001,40.747,-73.986
8912,Manhattan,1490,2 AVENUE,10075,40.772,-73.956
8913,Manhattan,77,LEXINGTON AVENUE,10010,40.741,-73.983
8914,Manhattan,800,WASHINGTON STREET,10014,40.739,-74.008
8915,Manhattan,210,EAST   23 STREET,10010,40.739,-73.983
8916,Manhattan,206,WEST   79 STREET,10024,40.783,-73.979
8917,Manhattan,1435,BROADWAY,10018,40.755,-73.987
8918,Manhattan,136,WEST BROADWAY,10013,40.717,-74.008
8919,Manhattan,807,9 AVENUE,10019,40.766,-73.987
8920,Manhattan,464,AMSTERDAM AVENUE,10024,40.785,-73.977
8921,Manhattan,8,WEST   36 STREET,10018,40.75,-73.984
8922,Manhattan,211,EAST    4 STREET,10009,40.724,-73.984
8923,Manhattan,1133,AVENUE OF THE AMERICAS,10036,40.756,-73.983
8924,Manhattan,723,AMSTERDAM AVENUE,10025,40.794,-73.971
8925,Manhattan,4127,BROADWAY,10033,40.846,-73.939
8926,Manhattan,89,EAST   42 STREET,10017,40.752,-73.978
8927,Manhattan,15,WEST   18 STREET,10011,40.739,-73.993
8928,Manhattan,30,EAST   20 STREET,10003,40.739,-73.989
8929,Manhattan,532,WEST  145 STREET,10031,40.826,-73.949
8930,Manhattan,225,MURRAY ST,10282,40.715,-74.015
8931,Manhattan,3869,10 AVENUE,10034,40.864,-73.919
8932,Manhattan,132,EAST   56 STREET,10022,40.76,-73.97
8933,Manhattan,125,EAST   23 STREET,10010,40.74,-73.985
8934,Manhattan,246,WEST   18 STREET,10011,40.742,-73.999
8935,Manhattan,55,LITTLE WEST   12 STREET,10014,40.741,-74.009
8936,Manhattan,67,SPRING STREET,10012,40.722,-73.997
8937,Manhattan,42,RIVINGTON STREET,10002,40.721,-73.991
8938,Manhattan,425,WEST   15 STREET,10011,40.742,-74.006
8939,Manhattan,401,7 AVENUE,10001,40.75,-73.991
8940,Manhattan,821,2 AVENUE,10017,40.751,-73.971
8941,Manhattan,1680,1 AVENUE,10128,40.778,-73.949
8942,Manhattan,325,PARK AVE S,10010,40.741,-73.986
8943,Manhattan,3842,W 48TH ST,0,0.0,0.0
8944,Manhattan,233,PARK AVENUE SOUTH,10003,40.738,-73.988
8945,Manhattan,55,WEST   21 STREET,10010,40.741,-73.992
8946,Manhattan,91,AVENUE A,10009,40.725,-73.984
8947,Manhattan,103,AVENUE A,10009,40.726,-73.984
8948,Manhattan,1690,YORK AVENUE,10128,40.778,-73.946
8949,Manhattan,1,CENTRAL PARK WEST,10023,40.769,-73.982
8950,Manhattan,469,COLUMBUS AVENUE,10024,40.784,-73.974
8951,Manhattan,156,EAST   45 STREET,10017,40.753,-73.974
8952,Manhattan,150,WEST   38 STREET,10018,40.753,-73.988
8953,Manhattan,247,WEST   42 STREET,10036,40.757,-73.989
8954,Manhattan,240,WEST   52 STREET,10019,40.763,-73.984
8955,Manhattan,2109,BROADWAY,10023,40.78,-73.982
8956,Manhattan,1008,6 AVENUE,10018,40.752,-73.986
8957,Manhattan,63,GANSEVOORT STREET,10014,40.739,-74.007
8958,Manhattan,107,EAST BROADWAY,10002,40.714,-73.993
8959,Manhattan,63,WEST  125 STREET,10027,40.807,-73.944
8960,Manhattan,176,2 AVENUE,10003,40.731,-73.986
8961,Manhattan,762,7 AVENUE,10019,40.761,-73.983
8962,Manhattan,274,WEST  145 STREET,10039,40.822,-73.941
8963,Manhattan,20,ELIZABETH STREET,10013,40.716,-73.997
8964,Manhattan,69,LEONARD STREET,10013,40.717,-74.005
8965,Manhattan,122,1 AVENUE,10009,40.727,-73.986
8966,Manhattan,1624,AMSTERDAM AVENUE,10031,40.822,-73.95
8967,Manhattan,237,GRAND ST STORE B,10002,40.718,-73.995
8968,Manhattan,275,GREENWICH STREET,10007,40.715,-74.011
8969,Manhattan,1113,1 AVENUE,10065,40.761,-73.961
8970,Manhattan,518,WEST  207 STREET,10034,40.865,-73.92
8971,Manhattan,165,EAST BROADWAY,10002,40.714,-73.99
8972,Manhattan,235237,EAST   14 STREET,0,0.0,0.0
8973,Manhattan,251,WEST   55 STREET,10019,40.765,-73.983
8974,Manhattan,524,WEST  207 STREET,10034,40.865,-73.92
8975,Manhattan,62,WILLIAM STREET,10005,40.707,-74.009
8976,Manhattan,608,WEST  207 STREET,10034,40.867,-73.921
8977,Manhattan,123,WEST   52 STREET,10019,40.762,-73.98
8978,Manhattan,57,CLINTON STREET,10002,40.72,-73.985
8979,Manhattan,78,SOUTH STREET,10038,40.705,-74.004
8980,Manhattan,221,7 AVENUE,10011,40.744,-73.996
8981,Manhattan,326,AUDUBON AVENUE,10033,40.849,-73.932
8982,Manhattan,199,PRINCE STREET,10012,40.727,-74.003
8983,Manhattan,420,WEST   13 STREET,10014,40.741,-74.007
8984,Manhattan,234,5 AVENUE,10001,40.744,-73.988
8985,Manhattan,80,WEST    3 STREET,10012,40.73,-73.999
8986,Manhattan,28,LIBERTY STREET,10005,40.708,-74.009
8987,Manhattan,212,NORTH END AVENUE,10282,40.716,-74.015
8988,Manhattan,53,DELANCEY STREET,10002,40.72,-73.991
8989,Manhattan,1900,BROADWAY,10023,40.772,-73.982
8990,Manhattan,356,EAST   51 STREET,10022,40.755,-73.967
8991,Manhattan,525,EAST   68 STREET,10065,40.764,-73.955
8992,Manhattan,287,3 AVENUE,10010,40.738,-73.983
8993,Manhattan,116,EAST    7 STREET,10009,40.726,-73.984
8994,Manhattan,28,8 AVENUE,10014,40.738,-74.005
8995,Manhattan,1585,3 AVENUE,10128,40.781,-73.952
8996,Manhattan,2309,FREDERICK DOUGLAS BOULEVARD,10027,40.81,-73.952
8997,Manhattan,311,WEST   17 STREET,10011,40.742,-74.002
8998,Manhattan,149,8 AVENUE,10011,40.742,-74.001
8999,Manhattan,33,VESEY STREET,10007,40.712,-74.01
9000,Manhattan,386,3 AVENUE,10016,40.742,-73.981
9001,Manhattan,170,WILLIAM STREET,10038,40.71,-74.006
9002,Manhattan,60,WEST   45 STREET,10036,40.756,-73.981
9003,Manhattan,214,WEST   92 STREET,10025,40.792,-73.973
9004,Manhattan,16851687,AMSTERDAM AVENUE,0,0.0,0.0
9005,Manhattan,1370,LEXINGTON AVENUE,10128,40.782,-73.953
9006,Manhattan,28,WEST   40 STREET,10018,40.753,-73.983
9007,Manhattan,160,EAST   23 STREET,10010,40.739,-73.984
9008,Manhattan,4480,BROADWAY,10040,40.857,-73.932
9009,Manhattan,71,IRVING PLACE,10003,40.737,-73.987
9010,Manhattan,270,BLEECKER STREET,10014,40.731,-74.003
9011,Manhattan,181,ESSEX STREET,10002,40.722,-73.986
9012,Manhattan,493,3 AVENUE,10016,40.745,-73.978
9013,Manhattan,121,WEST   28 STREET,10001,40.746,-73.991
9014,Manhattan,0,HIGHLINE PARK W 30TH ST,0,0.0,0.0
9015,Manhattan,707,9 AVENUE,10019,40.762,-73.99
9016,Manhattan,6,EAST   32 STREET,10016,40.747,-73.985
9017,Manhattan,135,WEST   30 STREET,10001,40.748,-73.991
9018,Manhattan,121,WEST   29 STREET,10001,40.747,-73.991
9019,Manhattan,140142,2 AVENUE,0,0.0,0.0
9020,Manhattan,1744,2 AVENUE,10128,40.781,-73.95
9021,Manhattan,3772,BROADWAY,10032,40.834,-73.945
9022,Manhattan,50,CARMINE STREET,10014,40.73,-74.004
9023,Manhattan,354,EAST   84 STREET,10028,40.776,-73.951
9024,Manhattan,244,3 AVENUE,10010,40.737,-73.984
9025,Manhattan,215,EAST BROADWAY,10002,40.714,-73.987
9026,Manhattan,239,CENTRE STREET,10013,40.72,-73.998
9027,Manhattan,35,JANE STREET,10014,40.738,-74.004
9028,Manhattan,50,WEST   22 STREET,10010,40.742,-73.992
9029,Manhattan,143,CHRISTOPHER STREET,10014,40.733,-74.008
9030,Manhattan,665,BROADWAY,10012,40.727,-73.995
9031,Manhattan,90,PARK AVENUE,10016,40.75,-73.979
9032,Manhattan,43,EAST   20 STREET,10003,40.739,-73.989
9033,Manhattan,501,WEST  145 STREET,10031,40.825,-73.948
9034,Manhattan,44,WATER STREET,10004,40.703,-74.01
9035,Manhattan,1328,3 AVENUE,10021,40.772,-73.959
9036,Manhattan,1072,2 AVENUE,10022,40.759,-73.966
9037,Manhattan,94,GREENWICH STREET,10006,40.708,-74.014
9038,Manhattan,884,9 AVENUE,10019,40.768,-73.986
9039,Manhattan,224,WEST   51 STREET,10019,40.762,-73.984
9040,Manhattan,192,MERCER STREET,10012,40.726,-73.997
9041,Manhattan,225,WEST   35 STREET,10001,40.752,-73.991
9042,Manhattan,1675,BROADWAY,10019,40.763,-73.983
9043,Manhattan,734,AMSTERDAM AVENUE,10025,40.794,-73.97
9044,Manhattan,750,3 AVENUE,10017,40.754,-73.972
9045,Manhattan,791,LEXINGTON AVENUE,10065,40.764,-73.967
9046,Manhattan,530,FASHION AVENUE,10018,40.754,-73.989
9047,Manhattan,154,WEST   29 STREET,10001,40.747,-73.992
9048,Manhattan,3881,BROADWAY,10032,40.837,-73.943
9049,Manhattan,745,2 AVENUE,10016,40.748,-73.973
9050,Manhattan,1723,BROADWAY,10019,40.765,-73.982
9051,Manhattan,124,UNIVERSITY PLACE,10003,40.735,-73.992
9052,Manhattan,286,MADISON AVENUE,10017,40.752,-73.98
9053,Manhattan,222,WEST BROADWAY,10013,40.719,-74.006
9054,Manhattan,790,11 AVENUE,10019,40.769,-73.992
9055,Manhattan,107,1 AVENUE,10003,40.727,-73.986
9056,Manhattan,192,MOTT STREET,10012,40.721,-73.996
9057,Manhattan,214,WEST   42 STREET,10036,40.756,-73.988
9058,Manhattan,465,LEXINGTON AVENUE,10017,40.754,-73.974
9059,Manhattan,1592,3 AVENUE,10128,40.781,-73.952
9060,Manhattan,10,EAST   38 STREET,10016,40.751,-73.982
9061,Manhattan,60,WEST   48 STREET,10036,40.758,-73.98
9062,Manhattan,223,EAST   14 STREET,10003,40.733,-73.986
9063,Manhattan,1731,2 AVENUE,10128,40.78,-73.95
9064,Manhattan,827,WEST  181 STREET,10033,40.851,-73.94
9065,Manhattan,1369,BROADWAY,10018,40.752,-73.988
9066,Manhattan,250,EAST   58 STREET,10022,40.76,-73.966
9067,Manhattan,4151,BROADWAY,10033,40.847,-73.938
9068,Manhattan,20,JOHN STREET,10038,40.71,-74.009
9069,Manhattan,1161,2 AVENUE,10065,40.762,-73.963
9070,Manhattan,PIER 83,W 42ND ST @ HUDSON RIVER,10036,40.754,-73.983
9071,Manhattan,1820,GREENWICH AVENUE,0,0.0,0.0
9072,Manhattan,268,WEST  135 STREET,10030,40.816,-73.946
9073,Manhattan,267,MADISON AVENUE,10016,40.751,-73.981
9074,Manhattan,790,7 AVENUE,10019,40.762,-73.983
9075,Manhattan,645,HUDSON STREET,10014,40.739,-74.005
9076,Manhattan,71,NORTH MOORE STREET,10013,40.72,-74.01
9077,Manhattan,107,WEST   17 STREET,10011,40.739,-73.996
9078,Manhattan,200,WEST   40 STREET,10018,40.755,-73.988
9079,Manhattan,246,EAST   51 STREET,10022,40.756,-73.969
9080,Manhattan,202,MOTT STREET,10012,40.721,-73.996
9081,Manhattan,57,STONE STREET,10004,40.704,-74.01
9082,Manhattan,349,WEST BROADWAY,10013,40.723,-74.003
9083,Manhattan,267,ELIZABETH STREET,10012,40.724,-73.994
9084,Manhattan,828,7 AVENUE,10019,40.763,-73.982
9085,Manhattan,1523,YORK AVENUE,10028,40.772,-73.95
9086,Manhattan,228,WEST   47 STREET,10036,40.76,-73.986
9087,Manhattan,12,CHATHAM SQUARE,10038,40.714,-73.998
9088,Manhattan,441,EAST    6 STREET,10009,40.726,-73.985
9089,Manhattan,12,EAST   49 STREET,10017,40.758,-73.977
9090,Manhattan,234,THOMPSON STREET,10012,40.729,-73.999
9091,Manhattan,1,7 AVENUE SOUTH,10014,40.73,-74.005
9092,Manhattan,238A,EAST    9 STREET,10003,40.73,-73.988
9093,Manhattan,230,EAST   44 STREET,10017,40.752,-73.973
9094,Manhattan,151,MAIDEN LANE,10038,40.706,-74.005
9095,Manhattan,351,EAST  103 STREET,10029,40.788,-73.942
9096,Manhattan,26,BOND STREET,10012,40.726,-73.994
9097,Manhattan,38,WEST   26 STREET,10010,40.744,-73.99
9098,Manhattan,304,WEST   40 STREET,10018,40.756,-73.991
9099,Manhattan,342,EAST    6 STREET,10003,40.727,-73.987
9100,Manhattan,597,WEST  207 STREET,10034,40.867,-73.921
9101,Manhattan,1500,BROADWAY,10036,40.757,-73.986
9102,Manhattan,158,WEST   55 STREET,10019,40.764,-73.98
9103,Manhattan,67A,ELDRIDGE ST,10002,40.717,-73.993
9104,Manhattan,129,DELANCEY STREET,10002,40.718,-73.988
9105,Manhattan,710,9 AVENUE,10019,40.763,-73.99
9106,Manhattan,135,WEST   42 STREET,10036,40.755,-73.985
9107,Manhattan,537,WEST  207 STREET,10034,40.865,-73.92
9108,Manhattan,100,WEST HOUSTON STREET,10012,40.727,-74.0
9109,Manhattan,105,WEST  125 STREET,10027,40.808,-73.946
9110,Manhattan,1424,3 AVENUE,10028,40.775,-73.956
9111,Manhattan,1530,3 AVENUE,10028,40.779,-73.954
9112,Manhattan,22,EAST   29 STREET,10016,40.745,-73.985
9113,Manhattan,22,WARREN STREET,10007,40.714,-74.008
9114,Manhattan,164,MULBERRY STREET,10013,40.72,-73.997
9115,Manhattan,200,VARICK STREET,10014,40.728,-74.005
9116,Manhattan,325,BOWERY,10003,40.726,-73.992
9117,Manhattan,40,RIVINGTON STREET,10002,40.721,-73.991
9118,Manhattan,323,3 AVENUE,10010,40.74,-73.983
9119,Manhattan,309,EAST HOUSTON STREET,10002,40.721,-73.983
9120,Manhattan,436,EAST   72 STREET,10021,40.767,-73.955
9121,Manhattan,70,WEST   95 STREET,10025,40.792,-73.967
9122,Manhattan,148,MADISON AVENUE,10016,40.746,-73.984
9123,Manhattan,3809,BROADWAY,10032,40.835,-73.944
9124,Manhattan,45,ORCHARD STREET,10002,40.716,-73.991
9125,Manhattan,444,3 AVENUE,10016,40.744,-73.98
9126,Manhattan,1662,3 AVENUE,10128,40.783,-73.951
9127,Manhattan,2127,3 AVENUE,10035,40.798,-73.94
9128,Manhattan,246,5 AVENUE,10001,40.745,-73.987
9129,Manhattan,811,9 AVENUE,10019,40.766,-73.987
9130,Manhattan,500,8 AVENUE,10018,40.753,-73.993
9131,Manhattan,969,LEXINGTON AVENUE,10021,40.769,-73.963
9132,Manhattan,26,ELDRIDGE STREET,10002,40.715,-73.994
9133,Manhattan,650,WEST   42 STREET,10036,40.762,-74.0
9134,Manhattan,2347,2 AVENUE,10035,40.8,-73.936
9135,Manhattan,171,MADISON AVENUE,10016,40.747,-73.983
9136,Manhattan,237,COLUMBUS AVENUE,10023,40.777,-73.979
9137,Manhattan,787,9 AVENUE,10019,40.765,-73.988
9138,Manhattan,517,2 AVENUE,10016,40.741,-73.978
9139,Manhattan,15,WEST   32 STREET,10001,40.747,-73.986
9140,Manhattan,1590,1 AVENUE,10028,40.775,-73.951
9141,Manhattan,170,ELIZABETH STREET,10012,40.721,-73.995
9142,Manhattan,205,EAST   42 STREET,10017,40.751,-73.974
9143,Manhattan,54,EAST   13 STREET,10003,40.734,-73.991
9144,Manhattan,75,WASHINGTON PLACE,10011,40.732,-74.0
9145,Manhattan,100,GOLD STREET,10038,40.71,-74.004
9146,Manhattan,3340,BROADWAY,10031,40.82,-73.955
9147,Manhattan,235,EAST   53 STREET,10022,40.757,-73.969
9148,Manhattan,36,WEST   40 STREET,10018,40.753,-73.984
9149,Manhattan,53,WEST  116 STREET,10026,40.802,-73.949
9150,Manhattan,277,BROOME STREET,10002,40.718,-73.991
9151,Manhattan,271,11TH AVE,10001,40.752,-74.005
9152,Manhattan,110,SHERMAN AVENUE,10034,40.864,-73.925
9153,Manhattan,115,EAST   14 STREET,10003,40.734,-73.989
9154,Manhattan,1742,2 AVENUE,10128,40.781,-73.95
9155,Manhattan,219,EAST   44 STREET,10017,40.752,-73.973
9156,Manhattan,141,WEST   38 STREET,10018,40.753,-73.988
9157,Manhattan,5,TIMES SQUARE,10036,40.756,-73.987
9158,Manhattan,68,WEST    3 STREET,10012,40.729,-73.998
9159,Manhattan,240,EAST   75 STREET,10021,40.771,-73.958
9160,Manhattan,200,PARK AVE,10017,40.754,-73.977
9161,Manhattan,218,AVENUE A,10009,40.73,-73.981
9162,Manhattan,2155,2 AVENUE,10029,40.794,-73.94
9163,Manhattan,251,WEST   72 STREET,10023,40.779,-73.983
9164,Manhattan,119,WEST   23 STREET,10011,40.743,-73.994
9165,Manhattan,754,9 AVENUE,10019,40.764,-73.989
9166,Manhattan,71,2 AVENUE,10003,40.726,-73.989
9167,Manhattan,106,FULTON STREET,10038,40.71,-74.007
9168,Manhattan,573,COLUMBUS AVENUE,10024,40.788,-73.971
9169,Manhattan,1631,1 AVENUE,10028,40.776,-73.95
9170,Manhattan,483,COLUMBUS AVENUE,10024,40.785,-73.973
9171,Manhattan,238,WEST   56 STREET,10019,40.766,-73.982
9172,Manhattan,327,WEST   11 STREET,10014,40.736,-74.007
9173,Manhattan,122,LUDLOW STREET,10002,40.72,-73.989
9174,Manhattan,139,EAST   57 STREET,10022,40.761,-73.969
9175,Manhattan,241,WEST   14 STREET,10011,40.739,-74.001
9176,Manhattan,245,ELDRIDGE STREET,10002,40.723,-73.99
9177,Manhattan,1,PENNSYLVANIA STATION (AMTRACK),10121,40.75,-73.992
9178,Manhattan,700,8 AVENUE,10036,40.759,-73.989
9179,Manhattan,127,MACDOUGAL STREET,10012,40.731,-74.0
9180,Manhattan,242,EAST   14 STREET,10003,40.733,-73.986
9181,Manhattan,51,ASTOR PLACE,10003,40.73,-73.99
9182,Manhattan,92,HESTER STREET,10002,40.716,-73.993
9183,Manhattan,325,HUDSON ST,10013,40.727,-74.008
9184,Manhattan,516A,3 AVENUE,10016,40.746,-73.978
9185,Manhattan,219,AVENUE B,10009,40.729,-73.978
9186,Manhattan,133,ESSEX STREET,10002,40.72,-73.987
9187,Manhattan,179,EAST  115 STREET,10029,40.798,-73.941
9188,Manhattan,83,HAVEN AVENUE,10032,40.844,-73.943
9189,Manhattan,513,6 AVENUE,10011,40.737,-73.997
9190,Manhattan,2895,BROADWAY,10025,40.806,-73.965
9191,Manhattan,130,WEST 44 SREET,0,0.0,0.0
9192,Manhattan,111,8 AVENUE,10011,40.741,-74.002
9193,Manhattan,121B,NAGLE AVENUE,10040,40.861,-73.927
9194,Manhattan,16,WEST   22 STREET,10010,40.741,-73.991
9195,Manhattan,854,8 AVENUE,10019,40.763,-73.985
9196,Manhattan,963,LEXINGTON AVENUE,10021,40.769,-73.963
9197,Manhattan,1416,ST NICHOLAS AVENUE,10033,40.849,-73.934
9198,Manhattan,708,AMSTERDAM AVENUE,10025,40.793,-73.971
9199,Manhattan,274,LENOX AVENUE,10027,40.807,-73.946
9200,Manhattan,215,WEST   75 STREET,10023,40.781,-73.981
9201,Manhattan,4959,BROADWAY,10034,40.868,-73.92
9202,Manhattan,425,MADISON AVENUE,10017,40.757,-73.976
9203,Manhattan,1580,1 AVENUE,10028,40.774,-73.951
9204,Manhattan,150,EAST BROADWAY,10002,40.714,-73.991
9205,Manhattan,530542,WEST   27 STREET,0,0.0,0.0
9206,Manhattan,1132,LEXINGTON AVENUE,10075,40.775,-73.959
9207,Manhattan,736,10 AVENUE,10019,40.765,-73.992
9208,Manhattan,400,EAST   82 STREET,10028,40.774,-73.951
9209,Manhattan,940,3 AVENUE,10022,40.76,-73.968
9210,Manhattan,106,LIBERTY STREET,10006,40.71,-74.012
9211,Manhattan,409,GREENWICH STREET,10013,40.721,-74.01
9212,Manhattan,442,WEST   45 STREET,10036,40.761,-73.993
9213,Manhattan,875,6 AVENUE,10001,40.748,-73.989
9214,Manhattan,14,BEDFORD STREET,10014,40.729,-74.003
9215,Manhattan,470,BROOME STREET,10013,40.723,-74.002
9216,Manhattan,151,ELIZABETH STREET,10012,40.72,-73.995
9217,Manhattan,140,BROADWAY,10005,40.709,-74.011
9218,Manhattan,1465,2 AVENUE,10075,40.772,-73.956
9219,Manhattan,277,PARK AVENUE,10172,40.756,-73.975
9220,Manhattan,227,WEST   27 STREET,10001,40.747,-73.995
9221,Manhattan,45,TUDOR CITY PLACE,10017,40.749,-73.97
9222,Manhattan,70,KENMARE STREET,10012,40.721,-73.996
9223,Manhattan,201,WEST   83 STREET,10024,40.786,-73.977
9224,Manhattan,350,WEST   49 STREET,10019,40.763,-73.989
9225,Manhattan,80,BEAVER STREET,10005,40.705,-74.009
9226,Manhattan,117,WEST   72 STREET,10023,40.778,-73.979
9227,Manhattan,877,10 AVENUE,10019,40.769,-73.988
9228,Manhattan,137,WEST   25 STREET,10001,40.745,-73.993
9229,Manhattan,736,7 AVENUE,10019,40.76,-73.984
9230,Manhattan,239,EAST   59 STREET,10022,40.761,-73.966
9231,Manhattan,35,WEST   20 STREET,10011,40.74,-73.992
9232,Manhattan,311,2 AVENUE,10003,40.735,-73.983
9233,Manhattan,20,EAST   76 STREET,10021,40.775,-73.964
9234,Manhattan,2479,BROADWAY,10025,40.792,-73.974
9235,Manhattan,818,BROADWAY,10003,40.733,-73.991
9236,Manhattan,222,AVENUE B,10009,40.729,-73.978
9237,Manhattan,2167,FREDERICK DOUGLAS BOULEVARD,10026,40.805,-73.955
9238,Manhattan,176,7 AVENUE SOUTH,10014,40.736,-74.001
9239,Manhattan,190,WEST    4 STREET,10014,40.733,-74.002
9240,Manhattan,517,COLUMBUS AVENUE,10024,40.786,-73.973
9241,Manhattan,217,EAST   49 STREET,10017,40.755,-73.971
9242,Manhattan,2,ASTOR PLACE,10003,40.73,-73.993
9243,Manhattan,184,9 AVENUE,10011,40.745,-74.002
9244,Manhattan,19,FULTON STREET,10038,40.707,-74.004
9245,Manhattan,630,LEXINGTON AVENUE,10022,40.759,-73.971
9246,Manhattan,411,EAST   70 STREET,10021,40.766,-73.956
9247,Manhattan,932,8 AVENUE,10019,40.766,-73.984
9248,Manhattan,979,8 AVENUE,10019,40.767,-73.983
9249,Manhattan,63,SPRING STREET,10012,40.722,-73.997
9250,Manhattan,148,WEST   49 STREET,10019,40.76,-73.982
9251,Manhattan,647,9 AVENUE,10036,40.761,-73.991
9252,Manhattan,1388,2 AVENUE,10021,40.769,-73.958
9253,Manhattan,365,FIFTH AVENUE,10016,40.749,-73.984
9254,Manhattan,1580,3 AVENUE,10128,40.781,-73.953
9255,Manhattan,55,BROAD STREET,10004,40.705,-74.012
9256,Manhattan,261,EAST   10 STREET,10009,40.728,-73.984
9257,Manhattan,1378,MADISON AVENUE,10128,40.787,-73.954
9258,Manhattan,26,SOUTH WILLIAM STREET,10004,40.704,-74.011
9259,Manhattan,204,WEST   14 STREET,10011,40.739,-74.0
9260,Manhattan,122,EAST   41 STREET,10017,40.751,-73.977
9261,Manhattan,50,MOTT STREET,10013,40.716,-73.999
9262,Manhattan,42,WEST   35 STREET,10001,40.75,-73.986
9263,Manhattan,886,9 AVENUE,10019,40.768,-73.985
9264,Manhattan,34,LEXINGTON AVENUE,10010,40.74,-73.984
9265,Manhattan,405,WEST   23 STREET,10011,40.747,-74.002
9266,Manhattan,100,WEST  124 STREET,10027,40.807,-73.946
9267,Manhattan,1,WEST   67 STREET,10023,40.773,-73.979
9268,Manhattan,1,EAST  118 STREET,10035,40.802,-73.945
9269,Manhattan,58,2 AVENUE,10003,40.726,-73.99
9270,Manhattan,26,RUTGERS STREET,10002,40.713,-73.99
9271,Manhattan,119,SULLIVAN STREET,10012,40.726,-74.003
9272,Manhattan,304,EAST   78 STREET,10075,40.772,-73.955
9273,Manhattan,9,EAST   37 STREET,10016,40.75,-73.982
9274,Manhattan,242,MOTT STREET,10012,40.723,-73.995
9275,Manhattan,307,EAST   14 STREET,10003,40.732,-73.985
9276,Manhattan,129,ORCHARD STREET,10002,40.72,-73.989
9277,Manhattan,2715,BROADWAY,10025,40.8,-73.968
9278,Manhattan,70,FORSYTH STREET,10002,40.717,-73.993
9279,Manhattan,947,AMSTERDAM AVENUE,10025,40.801,-73.965
9280,Manhattan,70,7 AVENUE SOUTH,10014,40.732,-74.004
9281,Manhattan,943,1 AVENUE,10022,40.755,-73.965
9282,Manhattan,20,EAST   14 STREET,10003,40.736,-73.993
9283,Manhattan,54,HENRY STREET,10002,40.713,-73.995
9284,Manhattan,175,AVENUE B,10009,40.728,-73.979
9285,Manhattan,9193,UNIVERSITY PLACE,0,0.0,0.0
9286,Manhattan,9,PELL STREET,10013,40.715,-73.998
9287,Manhattan,1320,YORK AVENUE,10021,40.766,-73.954
9288,Manhattan,1695,2 AVENUE,10128,40.779,-73.951
9289,Manhattan,214,FRONT STREET,10038,40.707,-74.003
9290,Manhattan,44,EAST   92 STREET,10128,40.785,-73.956
9291,Manhattan,98,3 AVENUE,10003,40.732,-73.988
9292,Manhattan,680,6 AVENUE,10010,40.742,-73.994
9293,Manhattan,510,WEST  207 STREET,10034,40.865,-73.919
9294,Manhattan,158,WEST   72 STREET,10023,40.778,-73.981
9295,Manhattan,102,NORTH END AVENUE,10282,40.715,-74.016
9296,Manhattan,338,WEST   46 STREET,10036,40.76,-73.989
9297,Manhattan,226,WEST   79 STREET,10024,40.784,-73.979
9298,Manhattan,420,5 AVENUE,10018,40.751,-73.983
9299,Manhattan,1678,3 AVENUE,10128,40.784,-73.95
9300,Manhattan,871,7 AVENUE,10019,40.765,-73.981
9301,Manhattan,497,3 AVENUE,10016,40.745,-73.978
9302,Manhattan,101,EAST   15 STREET,10003,40.735,-73.99
9303,Manhattan,206,3 AVENUE,10003,40.736,-73.985
9304,Manhattan,1020,LEXINGTON AVENUE,10021,40.771,-73.962
9305,Manhattan,28,WEST   44 STREET,10036,40.755,-73.981
9306,Manhattan,20,EAST   60 STREET,10022,40.764,-73.971
9307,Manhattan,181,THOMPSON STREET,10012,40.728,-74.0
9308,Manhattan,306,SAINT NICHOLAS AVENUE,10027,40.811,-73.952
9309,Manhattan,535,LENOX AVENUE,10037,40.815,-73.94
9310,Manhattan,350,HUDSON STREET,10014,40.728,-74.007
9311,Manhattan,666,5TH AVE,10103,40.761,-73.976
9312,Manhattan,98,8 AVENUE,10011,40.74,-74.002
9313,Manhattan,302,5 AVENUE,10001,40.747,-73.986
9314,Manhattan,200,WATER STREET,10038,40.707,-74.004
9315,Manhattan,174,HUDSON STREET,10013,40.722,-74.008
9316,Manhattan,355,AMSTERDAM AVENUE,10024,40.782,-73.979
9317,Manhattan,34,CANAL STREET,10002,40.715,-73.991
9318,Manhattan,384,GRAND STREET,10002,40.716,-73.988
9319,Manhattan,940,8 AVENUE,10019,40.766,-73.984
